UlykkeDato,FartøyNavn,UlykkeType,Breddegrad,Lengdegrad,AntallDød,AntallSkadet
2018-09-28 09:12:00,Fritidsfartøy,Kantring,57.99999999999999,6.967664999999999,2.0,0.0
2018-10-05 00:05:00,TERNESKJÆR,Maskinhavari,60.98983,4.908829999999999,,
2018-10-05 22:55:00,DANAVIK,"Kontaktskade, Kaier, Broer etc",59.726499999999994,10.220665,,
2018-10-05 22:55:00,GULLHA,"Kontaktskade, Kaier, Broer etc",59.726499999999994,10.220665,,
2018-08-25 19:12:00,DRAMMEN,Grunnstøting,59.74099999999999,10.185329999999999,,
2018-10-03 00:00:00,LYNGHOLMEN,Grunnstøting,3.83633,9.536499999999998,,
2018-10-02 00:00:00,BOW PALLADIUM,Miljøskade/Forurensing,41.62833,-11.896664999999999,,
2018-10-03 11:40:00,GLUTRA,Maskinhavari,63.50782999999999,10.141164999999999,,
2018-04-09 12:45:00,KONG HARALD,Miljøskade/Forurensing,66.02133166666667,12.636331666666665,,
2018-09-27 21:05:00,LEROW STAR,Grunnstøting,63.65832999999999,8.776665,,
2018-09-28 00:00:00,KROSSFJORD,Maskinhavari,64.7075,5.8583316666666665,,
2018-09-25 00:00:00,STOREKNUT,Maskinhavari,62.57333,5.603,,
2018-09-20 22:25:00,OS,Maskinhavari,62.58983333333333,6.274833333333333,,
2018-09-20 17:55:00,TROLLFJORD,Hardtværskade,65.56166499999999,12.098329999999999,,
2018-09-05 08:15:00,VIRAK,Maskinhavari,68.45166499999999,16.08783,,
2018-09-23 22:15:00,KVALØY,Grunnstøting,62.81583,6.551665,,
2018-09-24 06:45:00,Nawatrans IX,Kollisjon,51.89183,3.991329999999999,,
2018-09-24 06:45:00,XANTHIA,Kollisjon,51.89183,3.991329999999999,,
2018-09-22 04:15:00,OSFJORD,Maskinhavari,64.02316499999999,9.807329999999999,,
2018-09-14 17:30:00,Helena,Arbeidsulykke/Personulykke,59.90933,10.729629999999998,0.0,1.0
2018-09-17 03:25:00,TORNES,Grunnstøting,63.095,7.778129999999998,,
2018-09-20 01:50:00,HEIKO,Brann/Eksplosjon,61.169,5.040665,,
2018-09-18 13:00:00,LANGØY,Arbeidsulykke/Personulykke,78.126665,27.896664999999995,0.0,1.0
2018-09-18 17:30:00,DOGGI,Kantring,69.67,18.742,,
2018-09-18 14:45:00,KRÅKTIND,Grunnstøting,67.96012999999999,15.41635,,
2018-08-23 11:10:00,HAVGLØTT,Grunnstøting,62.96554999999999,7.024629999999999,,
2018-09-15 04:50:00,CLIPPER NEPTUN,Arbeidsulykke/Personulykke,18.971664999999998,68.246665,0.0,1.0
2018-08-21 10:00:00,VIKING ORION,Arbeidsulykke/Personulykke,35.071664999999996,29.188329999999997,0.0,1.0
2018-09-16 05:16:00,FAME,Grunnstøting,57.83832999999999,6.716664999999999,,
2018-09-16 17:59:00,FRISIAN SPRING,Grunnstøting,68.791665,16.571664999999996,,
2018-09-15 15:52:00,MERDØ,"Kontaktskade, Kaier, Broer etc",58.43699999999999,8.785499999999999,,
2018-09-14 20:20:00,FISKEBANK,Arbeidsulykke/Personulykke,59.76666499999999,3.4166649999999996,0.0,1.0
2018-09-11 10:20:00,EDDA FRENDE,Arbeidsulykke/Personulykke,61.086664999999996,1.7299999999999998,0.0,1.0
2018-09-12 03:00:00,THELMA VICTORY,Grunnstøting,49.39499999999999,0.326665,,
2018-09-10 09:10:00,BOW HARMONY,Arbeidsulykke/Personulykke,6.596664999999999,78.366665,0.0,1.0
2018-09-12 10:40:00,ETNE,Arbeidsulykke/Personulykke,60.063165,5.9805,0.0,1.0
2018-09-06 17:00:00,MAARTEN,"Kontaktskade, Kaier, Broer etc",58.1365,7.988333333333333,,
2018-09-11 15:00:00,LANGENES,Brann/Eksplosjon,58.79333,3.061665,,
2018-08-02 11:30:00,Fritidsfartøy,Brann/Eksplosjon,59.25861,10.485834999999998,1.0,1.0
2018-09-06 16:32:00,JESPER,Grunnstøting,58.87149999999999,9.543999999999999,,
2018-08-29 03:30:00,VIKING SEA,Arbeidsulykke/Personulykke,54.449999999999996,12.166664999999998,0.0,1.0
2018-09-07 02:10:00,BULK CARRIER,Maskinhavari,70.52832999999998,23.008649999999996,,
2018-08-21 13:45:00,Stavøy,Grunnstøting,68.771665,15.457164999999998,,
2018-09-07 12:20:00,SIGRID,"Kontaktskade, Kaier, Broer etc",59.02082999999999,5.608165,,
2018-09-03 07:00:00,Fritidsfartøy,"Fartøyet er savnet, forsvunnet",70.65333,29.816664999999997,0.0,0.0
2018-09-06 09:00:00,OKSØY,Grunnstøting,68.00133,14.237829999999999,,
2018-09-03 10:20:00,HARANES,Grunnstøting,64.96699999999998,10.909381666666667,,
2018-08-30 19:00:00,HELNESSUND,"Kontaktskade, Kaier, Broer etc",67.72382999999999,14.759329999999999,,
2018-08-27 17:45:00,GOMA,Brann/Eksplosjon,62.2005,6.533329999999999,,
2018-08-29 07:30:00,HERMES,Arbeidsulykke/Personulykke,61.91666499999999,1.066665,0.0,1.0
2018-08-25 11:40:00,STAR NORITA,Annen ulykke,42.28333,132.63333,,
2018-08-24 23:15:00,MONSUN,Arbeidsulykke/Personulykke,58.81666499999999,10.066664999999999,0.0,1.0
2018-08-29 06:54:00,SANDTROLL,Grunnstøting,60.071664999999996,6.54833,,
2018-08-28 15:40:00,BERGSFJORD,Maskinhavari,70.21666499999999,22.266665,,
2018-08-22 05:56:00,PILOT,Grunnstøting,58.00411,7.489139999999999,,
2018-08-28 06:00:00,RONJA SKYE,Brann/Eksplosjon,56.866665,-5.6499999999999995,,
2018-08-29 23:50:00,ABRAMIS,Lekkasje,63.085331666666654,7.473331666666666,,
2018-08-29 23:50:00,TRANSPORT 051,Lekkasje,63.085331666666654,7.473331666666666,,
2018-08-26 19:55:00,RYGERFONN,Kollisjon,60.150299999999994,5.533994999999999,,
2018-08-26 19:55:00,FRITIDSBÅT,Kollisjon,60.150299999999994,5.533994999999999,0.0,1.0
2018-08-23 05:30:00,FLOBJØRN,Arbeidsulykke/Personulykke,70.64999999999999,30.733329999999995,0.0,1.0
2018-08-22 18:00:00,BRANNFLU,"Kontaktskade, Kaier, Broer etc",59.41009999999999,5.270305,,
2018-08-20 19:25:00,VOLLAN,Maskinhavari,59.90026499999999,10.722029999999998,,
2018-08-26 03:30:00,REFLEX,Grunnstøting,65.985,12.504999999999999,,
2018-08-20 10:10:00,RØSUND,Kollisjon,68.237165,16.152779999999996,,
2018-08-20 10:10:00,SØRØYSUND,Kollisjon,68.237165,16.152779999999996,,
2018-08-21 10:00:00,ATLANTIC STAR,Arbeidsulykke/Personulykke,76.0,39.666664999999995,0.0,1.0
2018-08-19 01:35:00,Svyatov Spiridon,Brann/Eksplosjon,70.63664999999999,29.729259999999996,,
2018-08-21 00:45:00,MOLNES,Arbeidsulykke/Personulykke,58.61666499999999,3.6499999999999995,0.0,1.0
2018-08-20 07:20:00,KIRSTI H,Arbeidsulykke/Personulykke,60.68,4.805,0.0,1.0
2018-08-21 08:45:00,BULK TRANS,Arbeidsulykke/Personulykke,69.99999999999999,23.549999999999997,0.0,1.0
2018-08-21 10:51:00,HANS,Grunnstøting,63.278564999999986,8.2862,,
2018-08-18 04:30:00,MIGDALE,Maskinhavari,60.756829999999994,-12.35,,
2018-08-22 06:33:00,BIOTRANS,Annen ulykke,60.834581666666665,4.9311,,
2018-08-15 11:00:00,COLOR MAGIC,Arbeidsulykke/Personulykke,54.318329999999996,10.139999999999999,0.0,1.0
2018-08-15 04:00:00,VIKING SEA,Arbeidsulykke/Personulykke,55.4,19.368329999999997,0.0,1.0
2018-08-18 16:00:00,HAVGLØTT,Maskinhavari,63.251664999999996,8.06833,,
2018-08-17 11:28:00,RYGERDRONNINGEN,Grunnstøting,58.96241499999999,6.152629999999999,,
2018-08-17 20:44:00,EID,Brann/Eksplosjon,58.96263,6.150014999999999,0.0,2.0
2018-08-16 13:45:00,Sommerskyssbåten,Grunnstøting,59.16832999999999,10.840829999999999,,
2018-08-14 10:25:00,SIEM RUBY,Miljøskade/Forurensing,60.33332999999999,-4.333329999999999,,
2018-08-15 13:52:00,ARNØYTIND,Arbeidsulykke/Personulykke,69.67083,18.978329999999996,0.0,1.0
2018-08-10 09:30:00,HAPPY RANGER,Grunnstøting,59.412164999999995,10.49035,,
2018-08-09 22:00:00,Borgland Dolphin,Miljøskade/Forurensing,59.99999999999999,10.0,,
2018-08-03 18:34:00,BOTTA,Grunnstøting,62.88587999999999,6.850029999999999,,
2018-08-14 00:00:00,RYPEFJORD,Arbeidsulykke/Personulykke,61.88333,4.1,0.0,1.0
2018-08-15 01:15:00,FOSEN,Miljøskade/Forurensing,60.205749999999995,5.59426,,
2018-08-01 00:00:00,NKT VICTORIA,Arbeidsulykke/Personulykke,56.16224999999999,15.601875,0.0,1.0
2018-08-09 19:15:00,SKIBLADNER,Arbeidsulykke/Personulykke,60.721664999999994,10.86479,0.0,1.0
2018-08-12 18:00:00,KAMILLA GRANDE,Arbeidsulykke/Personulykke,71.18333,26.683329999999998,0.0,1.0
2018-08-08 06:15:00,HERØYSUND,"Kontaktskade, Kaier, Broer etc",66.02431,12.643329999999999,,
2018-08-08 06:15:00,MØYSALEN,"Kontaktskade, Kaier, Broer etc",66.02431,12.643329999999999,,
2018-08-09 09:15:00,NORMAND SKIPPER,Arbeidsulykke/Personulykke,59.77862999999999,5.514789999999999,0.0,1.0
2018-08-11 10:25:00,ATLANTIC STAR,Arbeidsulykke/Personulykke,76.2,33.9,0.0,1.0
2018-08-09 06:00:00,POLARGUTTEN,Grunnstøting,65.94449999999999,12.020665,,
2018-08-09 00:00:00,BJØRNHOLM,Lekkasje,62.473564999999994,6.1560299999999994,,
2018-08-08 12:43:00,SJOHAV,Grunnstøting,59.988665,5.09303,,
2018-06-08 13:00:00,VIKING STAR,Arbeidsulykke/Personulykke,59.74999999999999,24.999999999999996,0.0,1.0
2018-08-09 00:00:00,VARDEHORN,Brann/Eksplosjon,68.09364999999998,16.359249999999996,,
2018-07-22 00:00:00,XANTHIA,Arbeidsulykke/Personulykke,49.73866666666666,6.324999999999999,0.0,1.0
2018-08-04 12:00:00,BERGENSFJORD,Miljøskade/Forurensing,60.2425,5.710164999999999,,
2018-07-11 14:30:00,SIEM THIIMA,Arbeidsulykke/Personulykke,-20.531664999999997,116.66999999999999,0.0,1.0
2018-08-04 19:10:00,PELLÆRN,Brann/Eksplosjon,58.394079999999995,8.733115,,
2018-08-04 23:00:00,DYKKERSERVICE 5,Miljøskade/Forurensing,65.52926666666666,12.564683333333331,,
2018-08-02 00:25:00,HINDHOLMEN,Maskinhavari,6.8166649999999995,4.699999999999999,,
2018-08-01 12:00:00,FRØYLAND,Grunnstøting,62.95483,7.883664999999999,,
2018-07-30 10:00:00,ADELLA,Brann/Eksplosjon,58.089999999999996,6.803329999999999,,
2018-07-31 00:00:00,THOROLF,Grunnstøting,60.948314999999994,4.968015,,
2018-07-26 12:13:00,KROSSØY,Annen ulykke,59.699999999999996,-6.999999999999999,,
2018-07-24 23:54:00,BJØRNSUND,"Kontaktskade, Kaier, Broer etc",63.151774999999994,7.95283,,
2018-07-28 09:00:00,MARTIN H,Grunnstøting,69.717165,19.007329999999996,,
2018-07-29 20:15:00,Helena,Grunnstøting,59.8745,10.575,,
2018-07-28 16:00:00,ISLAND DILIGENCE,Annen ulykke,56.968999999999994,2.9619999999999997,,
2018-07-28 22:36:00,ISLAND CROWN,Annen ulykke,58.233329999999995,-2.8833299999999995,,
2018-07-29 18:30:00,BERGENSFJORD,Miljøskade/Forurensing,60.14032999999999,5.422999999999999,,
2018-07-29 23:30:00,Fritidsfartøy,Grunnstøting,58.438415,8.81891,1.0,0.0
2018-07-27 00:45:00,Fritidsfartøy 2,Kollisjon,58.11699999999999,7.051164999999999,0.0,1.0
2018-07-27 00:45:00,Fritidsfartøy,Kollisjon,58.11699999999999,7.051164999999999,1.0,1.0
2018-07-23 03:00:00,Arctic Star,Grunnstøting,62.983329999999995,6.44233,,
2018-07-22 03:00:00,NORDØYTRÅL,Arbeidsulykke/Personulykke,72.01666499999999,28.216664999999995,0.0,1.0
2018-07-17 09:30:00,ARCTIC OPILIO,Grunnstøting,72.83932999999999,55.69366499999999,,
2018-07-22 00:00:00,NORDIC STAR,Brann/Eksplosjon,67.38,14.204999999999998,,
2018-07-20 13:00:00,FRØYLYS,Grunnstøting,64.736,10.938164999999998,,
2018-07-20 11:15:00,TOMMA,"Kontaktskade, Kaier, Broer etc",66.20721499999999,12.965964999999999,0.0,2.0
2018-07-22 19:30:00,Fritidsfartøy,Kantring,59.70582999999999,7.985664999999999,1.0,2.0
2018-07-12 05:30:00,SILVER COPENHAGEN,Kollisjon,77.59166499999999,14.879999999999999,,
2018-07-15 18:00:00,Wilson Mersin,Maskinhavari,67.81166499999999,14.129999999999999,,
2018-07-15 10:15:00,AURORA EXPLORER,"Kontaktskade, Kaier, Broer etc",78.0641,14.199929999999998,,
2018-07-14 05:30:00,Mirakh,Kollisjon,77.59166499999999,14.879999999999999,,
2018-07-14 05:30:00,SILVER COPENHAGEN,Kollisjon,77.59166499999999,14.879999999999999,,
2018-07-12 18:30:00,POLARLYS,Arbeidsulykke/Personulykke,65.22833,11.905,0.0,1.0
2018-07-13 12:15:00,RAUNEFJORD,Miljøskade/Forurensing,63.904129999999995,11.14368,,
2018-07-14 11:45:00,ASTRID SOFIE,Arbeidsulykke/Personulykke,60.31999999999999,2.7266649999999997,0.0,1.0
2018-07-17 10:15:00,FOSNA ATLAS,Grunnstøting,63.21122999999999,8.158665,,
2018-07-15 17:05:00,NORDLYS,Lekkasje,69.64232999999999,18.957829999999998,,
2018-07-13 13:00:00,VEØY,Arbeidsulykke/Personulykke,62.09999999999999,6.925,0.0,1.0
2018-07-15 02:19:00,Fritidsfartøy,Kollisjon,59.20916499999999,7.717999999999999,1.0,3.0
2018-07-15 02:19:00,Fritidsfartøy,Kollisjon,59.20916499999999,7.717999999999999,0.0,2.0
2018-07-10 12:45:00,PETTER DASS,Miljøskade/Forurensing,66.186665,13.0725,,
2018-07-08 00:00:00,GRAND CANYON III,Arbeidsulykke/Personulykke,58.959664999999994,3.5449999999999995,0.0,1.0
2018-07-08 17:50:00,LØVØY,Grunnstøting,59.029514999999996,9.766099999999998,,
2018-07-09 02:30:00,JUVEL,Brann/Eksplosjon,-35.019814999999994,-56.377849999999995,0.0,1.0
2018-07-11 11:45:00,MAGNARSON,Brann/Eksplosjon,57.59493166666666,9.9713,0.0,1.0
2018-07-09 12:30:00,DEN SORTE DAME,"Kontaktskade, Kaier, Broer etc",58.18516666666666,8.139999999999999,,
2018-07-10 16:00:00,ATLANTIC STAR,Arbeidsulykke/Personulykke,59.81666499999999,5.25,0.0,1.0
2018-06-21 02:05:00,SPAR GEMINI,Annen ulykke,22.06,-113.34166499999999,,
2018-07-06 15:24:00,RYPØY,Brann/Eksplosjon,66.01581499999999,12.56965,,
2018-07-05 09:15:00,RINGASUND,Lekkasje,60.05532999999999,5.45083,,
2018-07-04 14:30:00,JOHAN HJORT,Arbeidsulykke/Personulykke,56.883329999999994,2.8499999999999996,0.0,1.0
2018-07-04 09:51:00,AUSTEVOLL,Maskinhavari,62.58999999999999,6.2749999999999995,,
2018-07-03 12:00:00,REMØY,Arbeidsulykke/Personulykke,76.1,41.24999999999999,0.0,1.0
2018-07-01 16:15:00,ELVEKONGEN,Grunnstøting,60.187549999999995,11.383329999999999,,
2018-06-28 21:40:00,MALENE S,Arbeidsulykke/Personulykke,58.439479999999996,3.6544649999999996,0.0,1.0
2018-06-29 09:00:00,KB NAMDAL,Grunnstøting,65.53716499999999,12.162329999999999,,
2018-06-27 22:15:00,NORMAND NALEY,Arbeidsulykke/Personulykke,58.999629999999996,5.667615,0.0,1.0
2018-06-24 17:10:00,FJORDLYS,"Kontaktskade, Kaier, Broer etc",59.35263,5.963749999999999,,
2018-06-28 14:00:00,Sea Cargo Express,Grunnstøting,62.98832999999999,8.65,,
2018-06-27 03:30:00,Le Boreal,Annen ulykke,68.12707999999999,13.571869999999999,,
2018-06-26 20:19:00,Fritidsfartøy,Grunnstøting,60.32599999999999,4.9045,1.0,0.0
2018-06-26 20:00:00,Mein Schiff 3,"Kontaktskade, Kaier, Broer etc",70.975,25.968165,,
2018-06-23 12:30:00,ALVHILD,Arbeidsulykke/Personulykke,59.078165,5.837479999999999,0.0,1.0
2018-06-24 11:10:00,MELØYFJORD,Arbeidsulykke/Personulykke,70.61666499999998,30.45,0.0,1.0
2018-06-22 13:05:00,DALSFJORD,Maskinhavari,62.40832999999999,6.545,,
2018-06-23 09:30:00,KASPERSON,Arbeidsulykke/Personulykke,69.36333,17.06018,0.0,1.0
2018-06-24 17:35:00,SKAGASTØL,Maskinhavari,60.90332999999999,7.159999999999999,,
2018-06-24 04:00:00,Kanutta,Grunnstøting,66.226465,12.083329999999998,,
2018-06-23 13:40:00,BOW JUBAIL,"Kontaktskade, Kaier, Broer etc",51.88733,4.308165,,
2018-06-22 03:23:00,STRIL MYSTER,Brann/Eksplosjon,59.19166499999999,5.4883299999999995,,
2018-06-20 16:30:00,MULTI GREEN,Arbeidsulykke/Personulykke,61.068814999999994,4.94515,0.0,1.0
2018-04-29 11:30:00,NORDTIND,Arbeidsulykke/Personulykke,76.116665,33.83333,0.0,1.0
2018-06-15 04:15:00,Fritidsfartøy,Grunnstøting,68.848,14.730499999999997,0.0,0.0
2018-06-14 14:36:00,Fritidsfartøy,Arbeidsulykke/Personulykke,59.238,10.471829999999999,1.0,0.0
2018-06-04 12:00:00,POLAR PIONEER,Arbeidsulykke/Personulykke,76.33332999999999,37.75,0.0,1.0
2018-05-02 12:20:00,GLOPPEN,"Kontaktskade, Kaier, Broer etc",60.27216666666666,6.250666666666667,,
2018-06-14 20:34:00,KS MULTI 03,Grunnstøting,70.97682999999999,23.553514999999997,,
2018-06-15 18:50:00,MOLNES,Arbeidsulykke/Personulykke,72.68332999999998,32.966665,0.0,1.0
2018-06-13 09:50:00,NORMAND LEADER,Arbeidsulykke/Personulykke,61.08333,2.13333,0.0,1.0
2018-06-13 20:16:00,AROSA NUEVE,Grunnstøting,69.692695,18.936535,,
2018-06-13 09:00:00,EDDA FAUNA,Miljøskade/Forurensing,59.566665,1.992165,,
2018-05-31 00:00:00,VEKTAREN,"Kontaktskade, Kaier, Broer etc",59.89632999999999,5.704599999999999,,
2018-06-10 00:00:00,Fritidsfartøy,Arbeidsulykke/Personulykke,63.46932999999999,10.88983,1.0,0.0
2018-06-08 00:00:00,Fritidsfartøy,Arbeidsulykke/Personulykke,59.700664999999994,10.58583,0.0,0.0
2018-06-10 13:00:00,NORDSTAR,Arbeidsulykke/Personulykke,63.499999999999986,-15.733329999999999,1.0,0.0
2018-06-04 17:00:00,AQS TYR,Grunnstøting,64.621465,11.164599999999998,,
2018-06-04 09:30:00,FAR SUN,Arbeidsulykke/Personulykke,58.699999999999996,2.666665,0.0,1.0
2018-05-31 21:00:00,LUNITA,Arbeidsulykke/Personulykke,48.79832999999999,-169.99833,0.0,1.0
2018-06-01 11:10:00,NORMAND SUBSEA,Arbeidsulykke/Personulykke,60.331664999999994,-4.1,0.0,1.0
2018-06-06 13:45:00,RICHARD WITH,Maskinhavari,69.562665,18.642,,
2018-06-04 09:45:00,GOALSEVARRE,Grunnstøting,69.6,20.516665,,
2018-04-26 17:45:00,NORMAND SUPPORTER,Arbeidsulykke/Personulykke,56.416664999999995,3.28333,0.0,1.0
2018-06-05 19:25:00,SVEAFJORD,Maskinhavari,59.191666666666656,5.488333333333332,,
2018-06-05 16:14:00,KV SORTLAND,Miljøskade/Forurensing,58.92216666666666,5.588333333333333,,
2018-06-05 13:40:00,TUENES,Lekkasje,59.169999999999995,5.109999999999999,,
2018-05-27 17:58:00,Fritidsfartøy,Kantring,69.5555,19.1555,1.0,2.0
2018-06-01 00:00:00,HULDRA,Grunnstøting,59.839499999999994,10.638329999999998,,
2018-06-01 20:41:00,MIKAL WITH,Grunnstøting,63.814299999999996,8.4789,,
2018-05-31 00:00:00,STEIGEN,Grunnstøting,68.9022,15.283329999999998,,
2018-05-28 14:30:00,RYPEFJORD,Arbeidsulykke/Personulykke,71.916665,33.28333,0.0,1.0
2018-05-30 13:00:00,ARCTIC OPILIO,Arbeidsulykke/Personulykke,73.55,36.199999999999996,0.0,1.0
2018-05-30 09:59:00,RAUNEFJORD,Annen ulykke,60.14032999999999,5.422829999999999,,
2018-05-30 15:15:00,URTER,Grunnstøting,59.387829999999994,5.273165,,
2018-05-30 12:26:00,SUNDSTRAUM,Brann/Eksplosjon,57.68333,10.68333,,
2018-05-29 08:00:00,HORDAFOR III,Grunnstøting,60.38999999999999,5.307665,,
2018-05-29 03:30:00,ALBACORE,Grunnstøting,62.080999999999996,6.293829999999999,,
2018-05-29 04:04:00,MELSHORN,Maskinhavari,68.23559999999999,16.103965,,
2018-05-26 15:23:00,JACQUELINE,Grunnstøting,59.03483,10.224999999999998,,
2018-05-24 22:00:00,VOLDNES,Brann/Eksplosjon,70.99066666666667,24.657999999999998,,
2018-05-25 11:30:00,VESTTIND,Arbeidsulykke/Personulykke,76.16666499999998,31.666665,0.0,1.0
2018-05-25 16:10:00,LOFOTEN,Annen ulykke,63.114124999999994,7.744466666666667,,
2018-05-24 15:20:00,MOLDEFJORD,Maskinhavari,62.65266,7.085199999999999,,
2018-05-21 18:20:00,HUSØY,Miljøskade/Forurensing,66.389,12.821665,,
2018-05-23 13:40:00,PIA,Brann/Eksplosjon,67.81666499999999,12.96833,,
2018-05-21 13:00:00,GEIRANGERFJORD,Lekkasje,62.10151499999999,7.203594999999999,,
2018-05-19 05:15:00,VARGØY,Arbeidsulykke/Personulykke,70.64999999999999,23.616664999999998,0.0,1.0
2018-05-18 19:55:00,MÅRØY,Grunnstøting,66.77833333333332,12.773333333333332,,
2018-05-19 06:30:00,Fritidsfartøy,Grunnstøting,62.03783,5.30983,1.0,1.0
2018-05-20 00:00:00,Fritidsfartøy,Kantring,62.366665,7.074999999999999,1.0,0.0
2018-05-08 01:55:00,POLAR PIONEER,Arbeidsulykke/Personulykke,76.33332999999999,37.75,0.0,1.0
2018-05-08 02:20:00,STRAUMVIK,Brann/Eksplosjon,58.97980833333333,5.72665,0.0,1.0
2018-05-15 11:30:00,SOGNEFJORD,Grunnstøting,61.879999999999995,5.074999999999999,,
2018-05-10 22:00:00,Asbjørn Selsbane,Arbeidsulykke/Personulykke,63.88333,9.233329999999999,0.0,1.0
2018-05-11 14:30:00,HEINA,Kollisjon,20.279865,86.6699,,
2018-05-11 14:30:00,DARYA DEVI,Kollisjon,20.279865,86.6699,,
2018-05-08 14:30:00,POLAR PIONEER,Arbeidsulykke/Personulykke,76.116665,36.383329999999994,0.0,1.0
2018-05-01 12:30:00,NORDTIND,Arbeidsulykke/Personulykke,76.116665,33.24999999999999,0.0,1.0
2018-05-10 13:00:00,VIKING ENERGY,Arbeidsulykke/Personulykke,59.69297999999999,5.64833,0.0,1.0
2018-05-10 14:27:00,FANARAAKEN,"Kontaktskade, Kaier, Broer etc",61.18316666666666,7.250899999999999,,
2018-05-08 03:00:00,MOLNES,Arbeidsulykke/Personulykke,71.8,25.383329999999997,0.0,1.0
2018-05-08 12:00:00,ATLANTIC STAR,Arbeidsulykke/Personulykke,69.89999999999999,16.78333,0.0,1.0
2018-05-08 16:32:00,KVAM,Arbeidsulykke/Personulykke,62.21663,5.47709,0.0,1.0
2018-05-08 18:50:00,KROSSFJORD,"Kontaktskade, Kaier, Broer etc",58.44763,5.985829999999999,,
2018-05-08 10:45:00,BOY LESLIE,Grunnstøting,58.074999999999996,8.066666666666666,,
2018-05-05 22:15:00,OLYMPIC DELTA,Brann/Eksplosjon,57.233329999999995,-1.99,,
2018-04-14 14:30:00,BERGENSFJORD,Arbeidsulykke/Personulykke,60.144999999999996,5.426664999999999,0.0,1.0
2018-05-07 07:50:00,TEDNO,Brann/Eksplosjon,58.952331666666666,5.839831666666666,,
2018-05-04 11:43:00,MELSHORN,Grunnstøting,68.22166499999999,16.071665,,
2018-05-02 21:51:00,VIKING SKY,Brann/Eksplosjon,56.85666499999999,10.438331666666665,,
2018-05-03 00:00:00,SAMSKIP FROST,Brann/Eksplosjon,68.14999999999999,14.566666666666665,,
2018-04-29 12:00:00,NORDSTRAUM,Maskinhavari,52.571664999999996,3.7566649999999995,,
2018-05-02 15:00:00,ARCTIC OPILIO,Grunnstøting,69.640965,18.9681,,
2018-04-24 00:00:00,LANGØY,Arbeidsulykke/Personulykke,61.66,-0.786665,0.0,1.0
2018-04-17 22:45:00,LYSINGEN,Maskinhavari,65.18184999999998,12.113908333333333,,
2018-04-23 14:00:00,BRIS,Brann/Eksplosjon,57.121494999999996,8.59813,0.0,1.0
2018-04-20 21:30:00,UTNE,Grunnstøting,59.598074999999994,5.318333333333333,,
2018-04-24 11:48:00,FANNEFJORD,Maskinhavari,62.73642833333333,7.167633333333332,,
2018-04-23 14:00:00,Fritidsfartøy,Kantring,61.92582999999999,5.419499999999999,1.0,0.0
2018-04-20 16:48:00,SILVER FRAMNES,"Kontaktskade, Kaier, Broer etc",62.339499999999994,5.626665,,
2018-04-22 08:55:00,NORDKINN,Grunnstøting,62.494665,6.3858299999999995,,
2018-04-18 18:04:00,STAV VIKING,Miljøskade/Forurensing,60.81816499999999,5.025829999999999,,
2018-04-15 23:00:00,Prestfjord,Arbeidsulykke/Personulykke,75.21666499999999,39.81666499999999,0.0,1.0
2018-04-17 17:50:00,GRIEGVIER,Arbeidsulykke/Personulykke,59.17972999999999,5.47263,0.0,1.0
2018-04-15 12:00:00,STORVIG,Maskinhavari,62.75399999999999,5.717666666666666,,
2018-04-14 16:10:00,SVEANORD,Arbeidsulykke/Personulykke,69.70666499999999,19.023329999999998,0.0,1.0
2018-04-15 10:38:00,Eide Lift 8,Lekkasje,59.785205,5.806465,,
2018-04-13 23:00:00,NERO,Lekkasje,71.11166499999999,27.759999999999998,,
2018-04-14 21:10:00,ROMSDALSFJORD,Maskinhavari,62.73329999999999,7.175581666666666,,
2018-04-10 08:55:00,TRESFJORD,Annen ulykke,63.50921833333333,10.14059,,
2018-04-06 13:45:00,Glimt II,Grunnstøting,66.405,12.841664999999999,,
2018-04-01 03:00:00,LILLEBÅEN,Annen ulykke,60.258534999999995,5.10204,,
2018-04-09 11:20:00,AUSTEVOLL,Maskinhavari,62.59214999999999,6.280614999999999,,
2018-03-23 16:55:00,NÅRASUND,"Kontaktskade, Kaier, Broer etc",61.010954999999996,4.616464999999999,0.0,1.0
2018-04-08 08:30:00,Skandi Acergy,Miljøskade/Forurensing,57.83333,4.55,,
2018-03-30 14:34:00,Skandi Acergy,Miljøskade/Forurensing,57.116665,2.8499999999999996,,
2018-04-08 15:20:00,FJELLMØY,Arbeidsulykke/Personulykke,69.83333,17.616665,0.0,1.0
2018-04-05 23:00:00,FANØYVÅG,Lekkasje,61.199999999999996,4.293329999999999,,
2018-04-06 15:06:00,STARFRAKT,Maskinhavari,62.60333166666666,6.124999999999999,,
2018-04-06 04:00:00,RØDHOLMEN,Arbeidsulykke/Personulykke,57.766664999999996,-9.83333,0.0,1.0
2018-03-25 06:00:00,BLÅTIND,Kollisjon,68.15231499999999,14.18543,,
2018-03-25 06:00:00,STAUPER,Kollisjon,68.15231499999999,14.18543,,
2018-04-03 12:34:00,OCEAN MARLIN,Arbeidsulykke/Personulykke,60.48,1.981665,0.0,1.0
2018-04-04 16:30:00,MOLNES,Arbeidsulykke/Personulykke,66.41666499999998,10.116664999999998,0.0,1.0
2018-04-02 20:35:00,YTTERØY,Annen ulykke,63.714999999999996,11.164034999999998,,
2018-04-03 18:50:00,OCEAN FRESH,Arbeidsulykke/Personulykke,17.308329999999998,-16.279999999999998,0.0,1.0
