UlykkeDato,FartøyNavn,UlykkeType,Breddegrad,Lengdegrad,AntallDød,AntallSkadet
2009-07-12 16:55:00,HEILHORN,Kollisjon,66.73333333333333,13.499999999999998,,
2009-07-12 16:55:00,SAGA ROSE,Kollisjon,66.73333333333333,13.499999999999998,,
2009-07-17 17:57:00,KONG HARALD,Annen ulykke,62.469665,6.142829999999999,,
2009-07-17 21:04:00,Fritidsfartøy,Kollisjon,59.78333333333333,5.566666666666666,,
2009-07-17 21:04:00,HORDALAND,Kollisjon,59.78333333333333,5.566666666666666,,
2009-07-15 00:00:00,YEOMAN BONTRUP,Grunnstøting,61.754664999999996,5.1293316666666655,,
2009-07-15 00:00:00,FANGST,"Kontaktskade, Kaier, Broer etc",60.95216666666666,4.950333333333333,,
2009-07-08 10:35:00,BOW EAGLE,Arbeidsulykke/Personulykke,34.56666666666666,24.73333333333333,0.0,1.0
2009-07-08 20:30:00,FERMITA,Arbeidsulykke/Personulykke,32.083333333333336,119.91666666666666,0.0,1.0
2009-07-09 08:50:00,NORTHERN RIVER,Arbeidsulykke/Personulykke,53.156,0.4526666666666666,0.0,1.0
2009-07-11 19:06:00,OCEAN VIKING,Brann/Eksplosjon,58.41,1.68,,
2009-07-02 18:00:00,SKANDI SOTRA,Annen ulykke,58.93,5.602664999999999,0.0,1.0
2009-07-08 14:15:00,VIKING AVANT,Annen ulykke,58.43716499999999,1.8829999999999998,,
2009-07-07 18:40:00,SPAR VIRGO,"Kontaktskade, Kaier, Broer etc",19.786666666666665,71.19833333333332,,
2009-07-04 04:50:00,SVEABULK,Grunnstøting,68.55558333333332,16.3277,,
2009-07-03 12:45:00,SCAN MASTER,Grunnstøting,67.77833333333334,14.51,,
2009-06-29 20:00:00,DALSFJORD,"Kontaktskade, Kaier, Broer etc",61.297999999999995,5.0855,,
2009-06-27 19:20:00,KRAGERØ,Grunnstøting,58.86216666666667,9.442999999999998,0.0,1.0
2009-06-27 01:30:00,TRINTO,Brann/Eksplosjon,71.11666666666666,27.216666666666665,,
2009-05-23 15:00:00,BRUVIK,Grunnstøting,60.76666666666666,5.729166666666666,,
2009-06-26 21:40:00,TEGE,Annen ulykke,68.36333333333333,16.016166666666667,,
2009-05-27 10:45:00,HAVSTRAND,Arbeidsulykke/Personulykke,58.449999999999996,3.666666666666666,0.0,1.0
2009-06-16 16:30:00,RANDGRID,Arbeidsulykke/Personulykke,65.31666666666666,7.383333333333333,0.0,1.0
2009-06-20 15:15:00,FEED HALTEN,Grunnstøting,66.55499999999999,13.023333333333333,,
2009-03-28 20:15:00,STRAUMVIK,Grunnstøting,60.74833333333333,4.895499999999999,,
2009-04-26 20:50:00,NORMAND FERKING,Annen ulykke,60.711999999999996,3.5095,,
2009-06-19 00:00:00,GODFJORD,"Kontaktskade, Kaier, Broer etc",68.23249999999999,16.235,,
2009-06-19 07:26:00,TIDEROSE,"Kontaktskade, Kaier, Broer etc",62.62199999999999,7.094999999999999,0.0,1.0
2009-06-17 17:17:00,FANAFJORD,"Kontaktskade, Kaier, Broer etc",59.968666666666664,5.333666666666667,,
2009-05-29 11:45:00,SONGA DELTA,Annen ulykke,61.15,3.6688333333333327,,
2009-05-26 18:30:00,HÖEGH LONDON,"Kontaktskade, Kaier, Broer etc",53.57033333333333,8.542833333333332,,
2009-05-27 12:45:00,OSLO XI,"Kontaktskade, Kaier, Broer etc",59.89483,10.73233,0.0,2.0
2009-06-15 22:05:00,BERGEN TROLL,Grunnstøting,58.93333166666666,5.5666649999999995,,
2009-06-11 19:33:00,FJORDBRIS,"Kontaktskade, Kaier, Broer etc",59.412499999999994,5.266666666666666,,
2009-06-09 07:12:00,FEED BALSFJORD,Grunnstøting,64.83333333333333,10.678333333333333,,
2009-06-02 15:42:00,LADEJARL,"Kontaktskade, Kaier, Broer etc",63.11383333333333,7.735166666666666,,
2009-06-04 00:00:00,SENIOR,Arbeidsulykke/Personulykke,67.294,14.388,1.0,0.0
2009-06-03 18:30:00,LYSINGEN,Grunnstøting,65.20899999999999,12.042166666666665,,
2009-06-02 22:18:00,NYFJELL,"Kontaktskade, Kaier, Broer etc",60.519999999999996,5.2716666666666665,,
2009-05-22 08:25:00,COLOR MAGIC,Annen ulykke,54.51666666666666,10.366666666666665,,
2009-05-26 20:00:00,MIDTHORDLAND,Grunnstøting,60.22599999999999,5.342499999999999,,
2009-05-23 00:00:00,TORM MARTA,Grunnstøting,26.54,119.80166666666666,,
2009-05-20 23:00:00,NORDSTJERNEN,Grunnstøting,60.89499999999999,4.703333333333333,,
2009-05-19 11:00:00,VIBEKE HELENE,Grunnstøting,70.99999999999999,25.199999999999996,,
2009-05-11 08:07:00,PETROZAVODSK,Grunnstøting,74.345,19.091666666666665,,
2009-01-10 10:45:00,ØYASKJÆR,Grunnstøting,68.70133333333334,14.414833333333332,,
2009-04-03 17:50:00,Fritidsfartøy,Kollisjon,59.14216666666666,5.872666666666666,,
2009-04-03 17:50:00,RYGERSPEED,Kollisjon,59.14216666666666,5.872666666666666,,
2009-05-12 03:30:00,ISPRINS,Grunnstøting,66.84086666666667,13.568499999999998,,
2009-05-11 13:52:00,GLOPPEN,"Kontaktskade, Kaier, Broer etc",61.05466666666666,5.505999999999999,,
2009-05-10 22:40:00,FRAMNES,Grunnstøting,59.593333333333334,25.104999999999997,,
2009-05-04 02:40:00,MAERSK FLENSBURG,Grunnstøting,62.195833333333326,5.747499999999999,,
2009-03-27 14:30:00,BLÅNA,Grunnstøting,65.77633333333334,11.634333333333332,,
2009-05-06 15:33:00,GODFJORD,"Kontaktskade, Kaier, Broer etc",68.88208166666666,16.5043,0.0,1.0
2009-03-23 09:00:00,SPAR NEPTUN,Kollisjon,6.096166666666667,106.88466666666665,,
2009-04-29 23:55:00,Tevlus,Grunnstøting,59.582333333333324,10.615666666666666,,
2009-04-28 22:55:00,OCEAN SKY,Brann/Eksplosjon,63.65083166666667,7.616831666666666,,
2009-04-27 00:00:00,FRAMNES,Arbeidsulykke/Personulykke,62.42199999999999,5.298333333333333,0.0,1.0
2009-04-26 14:05:00,FRYDVIKEN,Grunnstøting,60.18933333333333,5.324999999999999,,
2009-04-21 18:20:00,NYVÅG,Grunnstøting,59.53916666666666,5.224,,
2009-04-22 00:00:00,TROLLTIND,Kantring,68.31933333333333,13.687166666666664,0.0,1.0
2009-03-28 09:54:00,GULLHAV,Kollisjon,66.54766666666666,13.017333333333333,,
2009-04-21 12:10:00,TIDESUND,Kollisjon,62.38499999999999,6.089666666666666,,
2009-04-21 12:10:00,SNOW DRAGON II,Kollisjon,62.38499999999999,6.089666666666666,,
2009-04-17 17:05:00,SVEBÅEN,Lekkasje,69.85,19.751499999999997,,
2009-04-03 06:50:00,HØGSFJORD,Grunnstøting,58.90366666666666,6.0729999999999995,,
2009-04-09 04:30:00,SKS SINNI,Arbeidsulykke/Personulykke,31.933329999999994,-118.44332999999999,0.0,0.0
2009-04-06 23:30:00,LINDO,Grunnstøting,61.08933333333333,7.034333333333333,,
2009-04-06 14:30:00,ONSØYVÆRING,Grunnstøting,59.25833333333333,5.541666666666666,,
2009-03-25 15:24:00,VELA,Grunnstøting,10.328499999999998,107.05916666666667,,
2009-04-05 23:00:00,FRISIAN SUMMER,Grunnstøting,60.25016666666666,5.151333333333333,,
2009-04-03 13:45:00,FANAFJORD,Kollisjon,60.11666666666666,5.400833333333333,,
2009-04-04 00:00:00,SATURN,Grunnstøting,60.509499999999996,5.232333333333333,,
2009-03-11 03:50:00,MORNES,"Kontaktskade, Kaier, Broer etc",55.751666666666665,4.865,,
2009-03-29 05:00:00,MARIA SOLTIN,Grunnstøting,61.99999999999999,5.153999999999999,,
2009-03-27 00:00:00,STORD,Annen ulykke,60.134833333333326,5.250666666666667,,
2009-03-27 00:00:00,SAFIR,"Kontaktskade, Kaier, Broer etc",64.85866666666666,11.280666666666665,,
2009-03-26 14:53:00,NORDHOLMEN,"Fartøyet er savnet, forsvunnet",67.4725,11.801666666666666,,
2009-03-26 08:00:00,FALKSUND,Grunnstøting,59.36983333333333,5.294,,
2009-03-24 00:00:00,JONDAL,Annen ulykke,60.017333333333326,5.2795,,
2009-03-22 15:30:00,FRAFJORD,"Kontaktskade, Kaier, Broer etc",58.00016666666666,6.052,,
2009-03-16 12:55:00,DALSFJORD,"Kontaktskade, Kaier, Broer etc",61.345499999999994,5.066166666666667,,
2009-03-18 00:00:00,SOLSKJEL,"Kontaktskade, Kaier, Broer etc",62.309166666666655,6.948833333333333,,
2009-03-16 12:45:00,OCEAN VIKING,Annen ulykke,61.36816666666666,4.034333333333333,0.0,1.0
2009-03-18 01:20:00,HAV SUND,Kollisjon,60.37416666666666,5.1514999999999995,,
2009-03-18 01:20:00,ASTREA,Kollisjon,60.37416666666666,5.1514999999999995,,
2009-03-15 07:50:00,VENGSØY,Grunnstøting,70.33466666666665,20.799999999999997,,
2009-03-16 10:55:00,BLÅNA,Brann/Eksplosjon,66.0175,12.5725,,
2009-03-11 06:00:00,SPAR SCORPIO,Grunnstøting,10.548665,106.97032999999999,,
2009-03-14 12:30:00,OCEAN FIGHTER,Arbeidsulykke/Personulykke,63.499999999999986,5.35,0.0,1.0
2009-03-13 15:50:00,LOFOTEN,Lekkasje,70.31666666666666,31.116666666666667,,
2009-03-11 23:00:00,LILL-ANNE,Kantring,67.10132999999999,12.299829999999998,1.0,0.0
2009-03-11 00:38:00,STEENBANK,Grunnstøting,61.61866666666666,5.039499999999999,,
2009-03-09 02:16:00,NYBO,Kollisjon,70.0985,30.247166666666665,,
2009-03-09 02:16:00,KVANNØY,Kollisjon,70.0985,30.247166666666665,,
2009-03-08 09:07:00,KVAM,"Kontaktskade, Kaier, Broer etc",62.198499999999996,5.4959999999999996,,
2009-03-07 12:00:00,SIV HEGE,Kantring,64.73933333333332,10.503666666666666,,
2009-03-06 13:50:00,SKS SATILLA,Annen ulykke,22.582165,-93.72932999999999,,
2009-02-28 06:20:00,DEEPSEA BERGEN,Arbeidsulykke/Personulykke,59.48466666666666,1.9515,0.0,1.0
2009-02-18 19:00:00,MELØYFJELL,Grunnstøting,62.334166666666654,5.738333333333332,,
2009-03-04 16:24:00,FRØYFART,Grunnstøting,63.998329999999996,9.177665,,
2009-03-04 05:06:00,NORDSTJERNEN,Grunnstøting,61.94783333333333,5.137333333333333,,
2009-02-11 15:40:00,FITJAR,"Kontaktskade, Kaier, Broer etc",59.73333333333333,5.933333333333333,,
2009-03-02 18:42:00,ALRITA,Kantring,63.11116499999999,7.5405,,
2009-03-02 16:59:00,Tor Viking,Brann/Eksplosjon,63.50083333333333,9.084833333333332,,
2009-02-23 11:45:00,LYSFOSS,Miljøskade/Forurensing,43.450833333333335,3.7846666666666664,,
2009-02-23 17:50:00,FLØGRUNN,Kollisjon,71.03333333333332,23.183333333333334,,
2009-02-23 17:50:00,MYREFISK,Kollisjon,71.03333333333332,23.183333333333334,,
2009-02-27 03:30:00,KINGS BAY,Grunnstøting,69.63383333333333,18.000166666666665,,
2009-02-25 14:40:00,ANNA,"Kontaktskade, Kaier, Broer etc",59.3375,5.306833333333333,,
2009-02-27 11:05:00,CONRAD M,Annen ulykke,62.083333333333336,5.083333333333333,,
2009-02-20 20:15:00,KVINNHERAD,Brann/Eksplosjon,60.05716666666666,5.9591666666666665,,
2009-02-23 07:45:00,TEGE,"Kontaktskade, Kaier, Broer etc",69.65033333333332,18.96683333333333,,
2009-01-27 17:20:00,HASFJORD,"Kontaktskade, Kaier, Broer etc",70.25216666666665,21.785166666666665,,
2009-02-24 11:35:00,SOKRATES JUNIOR,Grunnstøting,71.08066666666666,24.161166666666666,,
2009-02-13 09:59:00,SJØLIV,Grunnstøting,61.86733333333333,5.217833333333332,,
2009-02-08 16:40:00,OLJEVERN 01,Miljøskade/Forurensing,60.8555,4.67,,
2009-02-09 13:30:00,FISKESKJÆR,"Kontaktskade, Kaier, Broer etc",62.46916666666666,6.151999999999999,,
2009-02-23 10:20:00,WILSON GDYNIA,Grunnstøting,59.13383333333333,9.6335,,
2009-02-21 07:35:00,GREEN ATLANTIC,Annen ulykke,68.22749999999999,14.562999999999999,,
2009-02-20 11:50:00,ARCTIC SWAN,Arbeidsulykke/Personulykke,61.566665,0.35,0.0,0.0
2009-02-08 06:22:00,LYSFOSS,Annen ulykke,43.367999999999995,-3.0749999999999997,,
2009-02-10 07:35:00,VILLA,Kollisjon,61.92782999999999,5.121664999999999,,
2009-02-10 07:35:00,NORDLYS,Kollisjon,61.92782999999999,5.121664999999999,,
2009-02-19 12:00:00,CINDY,Lekkasje,69.31783333333334,16.984333333333332,,
2009-02-18 23:25:00,SERRA THERESA,Grunnstøting,61.60166666666666,5.031666666666666,,
2009-02-18 06:45:00,ULRIKEN,Lekkasje,59.123666666666665,9.558499999999999,,
2009-02-17 12:12:00,STAVANGER PRINCE,Annen ulykke,35.888331666666666,14.510499999999999,0.0,3.0
2009-02-14 07:00:00,MIRSEL,Brann/Eksplosjon,67.80133333333333,13.023333333333333,,
2009-02-14 08:25:00,FALKSUND,Grunnstøting,59.41499999999999,5.236666666666666,,
2009-02-11 13:00:00,ENGELØYVÆRING,Grunnstøting,67.91749999999999,14.917166666666665,,
2009-02-13 08:00:00,RAINER II,Brann/Eksplosjon,68.60499999999999,14.455999999999998,,
2009-02-09 13:45:00,BULK STAR,Kantring,63.70099999999999,8.338,,
2009-01-15 19:30:00,RONJA SETTLER,"Kontaktskade, Kaier, Broer etc",60.13683333333333,-1.2808333333333333,,
2009-02-04 07:00:00,VÅRØYBUEN,Grunnstøting,62.251499999999986,5.467333333333333,,
2009-02-03 11:30:00,BRØVIG BREEZE,Grunnstøting,59.2705,11.094666666666667,,
2009-01-31 09:40:00,STAR DIEPPE,Annen ulykke,31.483333333333334,121.39999999999999,,
2009-01-11 20:50:00,HAAREK,Arbeidsulykke/Personulykke,66.58383333333333,12.219999999999999,0.0,1.0
2009-01-28 01:30:00,QUO VADIS,Grunnstøting,62.3335,5.734166666666666,,
2009-01-24 04:15:00,KANSTADFJORD,Grunnstøting,62.31816666666666,5.734166666666666,,
2009-01-25 13:33:00,breisund,Grunnstøting,68.13866666666665,13.038999999999998,,
2009-01-23 10:29:00,LEIK,Grunnstøting,69.23566666666666,17.952333333333332,,
2009-01-23 01:00:00,STEN EMBLA,Grunnstøting,60.867666666666665,4.634166666666666,,
2009-01-22 14:25:00,KVAM,"Kontaktskade, Kaier, Broer etc",62.18483333333333,5.484666666666666,,
2009-01-21 12:22:00,Livarden,Grunnstøting,67.431,15.517499999999997,,
2009-01-15 07:30:00,ONARFJORD,Grunnstøting,61.58416666666666,5.0041666666666655,,
2009-01-17 23:15:00,HAVILA MARS,Brann/Eksplosjon,60.401999999999994,5.314166666666666,,
2009-01-16 05:20:00,MIRABELLE,Grunnstøting,60.08476666666666,6.092366666666666,,
2009-01-05 05:00:00,SANDER ANDRE,Grunnstøting,67.77566666666665,12.764666666666665,,
2009-01-10 03:50:00,NORDSILD,Grunnstøting,68.21799999999999,14.767,,
2009-01-10 05:40:00,WILSON MO,Grunnstøting,61.90033333333333,4.667166666666666,,
2009-01-10 17:40:00,AASTIND,Grunnstøting,58.616833333333325,5.5169999999999995,,
2009-01-08 16:32:00,TIDECRUISE,Arbeidsulykke/Personulykke,62.733499999999985,7.151,0.0,1.0
2009-01-08 07:55:00,SCAN FJELL,Grunnstøting,67.65299999999999,12.71483,,
2009-01-06 22:20:00,ØYFART,Grunnstøting,68.996,16.301165,,
2009-01-06 07:58:00,RICHARD WITH,Grunnstøting,63.44433,10.4095,,
2008-03-22 11:22:00,SKANDI STOLMEN,"Kontaktskade, Kaier, Broer etc",66.02291,5.195666666666667,,
2008-10-21 15:50:00,PETROJARL I,Annen ulykke,58.711499999999994,1.665833333333333,,
2008-10-18 10:46:00,PETROJARL I,Miljøskade/Forurensing,58.711499999999994,1.665833333333333,,
2008-12-21 06:15:00,DEBORA,"Kontaktskade, Kaier, Broer etc",57.644999999999996,18.841666666666665,,
2008-11-13 00:00:00,OCEAN FRESH,Arbeidsulykke/Personulykke,20.751666666666665,-17.013333333333332,0.0,1.0
2008-12-19 20:30:00,SJERNARØY,"Kontaktskade, Kaier, Broer etc",59.25999999999999,5.8835,,
2008-12-10 13:15:00,ALF SENIOR,Kollisjon,70.1,18.666666666666664,,
2008-12-10 13:15:00,NIPØY,Kollisjon,70.1,18.666666666666664,,
2008-11-07 13:51:00,BASTØ II,Grunnstøting,59.41183333333333,10.488999999999999,,
2008-11-11 06:05:00,FAGERVOLL,Grunnstøting,67.63333333333333,12.716666666666665,,
2008-07-01 07:45:00,TIJUCA,Lekkasje,42.251,156.3335,,
2008-12-21 20:25:00,NORTHERN CHALLENGER,Grunnstøting,62.31716666666666,5.7335,,
2008-12-30 15:23:00,WILSON SKY,Grunnstøting,59.05166666666666,9.689166666666665,,
2008-12-29 20:42:00,LANGFOSS,Grunnstøting,69.65383333333332,17.72483333333333,,
2008-12-16 20:40:00,DYRØY,Kollisjon,68.9515,16.63533333333333,,
2008-12-16 20:40:00,CETACEA,Kollisjon,68.9515,16.63533333333333,,
2008-12-19 22:25:00,WILSON RUHR,Grunnstøting,62.17899999999999,5.381166666666666,,
2008-12-19 10:30:00,MUDDER 079,"Kontaktskade, Kaier, Broer etc",59.90283333333333,10.756499999999999,,
2008-12-19 01:07:00,HEDDA,Grunnstøting,64.1505,10.134666666666664,,
2008-12-18 15:34:00,EROS,Grunnstøting,67.37283333333333,14.205166666666665,,
2008-12-18 10:58:00,RYGERKATT,Annen ulykke,59.09166666666666,5.81,,
2008-12-16 13:30:00,STAR ISMENE,Arbeidsulykke/Personulykke,32.00082999999999,122.73499999999999,0.0,2.0
2008-11-28 08:30:00,AMBER,Hardtværskade,54.86783333333333,1.1504999999999999,,
2008-12-10 23:50:00,EDDA FRIGG,Miljøskade/Forurensing,66.0175,12.6335,,
2008-09-10 00:00:00,FALKVÅG,Grunnstøting,58.93,5.574999999999999,,
2008-12-13 10:30:00,HOLMFOSS,Grunnstøting,62.34116666666666,5.638,,
2008-12-13 15:00:00,EIDE TRAVELER,Annen ulykke,60.40749999999999,3.9624999999999995,,
2008-12-10 15:20:00,EIRA,"Kontaktskade, Kaier, Broer etc",69.65383333333332,17.72483333333333,,
2008-12-08 06:00:00,AMIGO II,Brann/Eksplosjon,69.35,17.03333,,
2008-12-08 02:00:00,BIOTRÅL,Lekkasje,64.73466666666666,11.0,,
2008-12-06 00:20:00,NIDARØ,Grunnstøting,67.22233333333332,14.645666666666665,,
2008-12-02 08:50:00,HAVILA MARS,Annen ulykke,65.11666666666666,7.533333333333332,,
2008-12-04 18:55:00,SANDTROLL,Grunnstøting,60.58783333333333,5.220833333333332,,
2008-11-14 05:28:00,EOS,Grunnstøting,57.686499999999995,11.678333333333333,,
2008-12-03 20:40:00,TONNY,Grunnstøting,69.23466666666667,17.950999999999997,,
2008-11-10 14:40:00,VESTVÆRING,Grunnstøting,66.439,12.916999999999998,,
2008-12-02 00:00:00,Fehn Coast,Grunnstøting,57.84766666666666,5.758,,
2008-12-01 19:45:00,AURE,"Kontaktskade, Kaier, Broer etc",62.36716666666666,6.424333333333333,,
2008-11-30 07:30:00,BIOSTAR,"Kontaktskade, Kaier, Broer etc",59.42833333333333,5.913333333333333,,
2008-11-28 15:30:00,SVARTTIND,Brann/Eksplosjon,67.38416666666666,0.2348333333333333,,
2008-10-20 18:33:00,BJØRNEFJORD,Arbeidsulykke/Personulykke,62.496666666666655,6.133333333333333,0.0,1.0
2008-09-27 20:15:00,RØVÆRSKYSS,Grunnstøting,59.401666666666664,5.1705,,
2008-11-30 00:00:00,SAFIR,Grunnstøting,69.352,19.367666666666665,,
2008-11-24 22:45:00,CHAMPION ARCTIC,Annen ulykke,51.05,1.8181666666666665,,
2008-11-19 17:48:00,FISKENES,Stabilitetssvikt uten kantring,72.58333333333333,14.949999999999998,,
2008-11-21 04:45:00,MIDNATSOL,"Kontaktskade, Kaier, Broer etc",68.96666666666665,15.633333333333331,,
2008-11-22 00:00:00,ASPØY,Grunnstøting,66.00016666666666,12.267,,
2008-11-21 19:00:00,NORDKYN,Grunnstøting,64.99033333333333,11.602999999999998,,
2008-11-19 06:30:00,CRETE CEMENT,Grunnstøting,59.722829999999995,10.577829999999999,,
2008-11-20 19:00:00,NORDIC SKY,Grunnstøting,62.80032999999999,6.525829999999999,,
2008-11-17 07:30:00,VEGTIND,Grunnstøting,65.63699999999999,12.149999999999999,,
2008-11-16 10:40:00,TELLO,Stabilitetssvikt uten kantring,63.107,6.889833333333332,,
2008-11-13 19:25:00,UTSIRA,Grunnstøting,59.42049999999999,5.2284999999999995,,
2008-11-07 11:25:00,DYVI PAMPLONA,Annen ulykke,-22.81733333333333,-43.133833333333335,,
2008-11-12 02:15:00,FRØYANES SENIOR,Brann/Eksplosjon,75.93333,20.349999999999998,,
2008-11-07 19:53:00,BEVER,Grunnstøting,59.147166666666664,10.945166666666665,,
2008-11-06 05:00:00,BLUEBIRD,Grunnstøting,59.046499999999995,10.967999999999998,,
2008-10-15 00:30:00,RYGERDOKTOREN,"Kontaktskade, Kaier, Broer etc",58.97216666666666,5.739333333333333,,
2008-10-31 15:15:00,SILVER STATT,Grunnstøting,45.133329999999994,-8.799999999999999,,
2008-11-05 10:15:00,ROGNE,Grunnstøting,66.46666666666665,12.099999999999998,,
2008-10-24 16:30:00,NORMAND AURORA,Arbeidsulykke/Personulykke,35.2335,-1.6834999999999998,0.0,1.0
2008-10-23 10:00:00,NORTHERN GENESIS,Miljøskade/Forurensing,36.051333333333325,-5.251166666666666,,
2008-10-31 17:30:00,NORLAND,Grunnstøting,63.56433333333332,9.887666666666666,,
2008-10-27 00:50:00,HEAVYLIFT ANCORA,Hardtværskade,37.93333333333333,-49.56666666666666,,
2008-10-29 10:35:00,BOURBON SURF,Arbeidsulykke/Personulykke,60.71733333333333,4.8004999999999995,0.0,1.0
2008-09-26 10:40:00,STRAND,"Kontaktskade, Kaier, Broer etc",59.06466666666666,5.908333333333332,,
2008-10-24 21:20:00,NYSAND,Arbeidsulykke/Personulykke,58.88399999999999,5.75,1.0,0.0
2008-10-19 17:55:00,SOLFJORD,Arbeidsulykke/Personulykke,59.42083333333333,5.2491666666666665,0.0,1.0
2008-10-24 09:48:00,STORM,Annen ulykke,59.53816666666666,5.2225,,
2008-10-23 09:00:00,TIDESUND,Annen ulykke,62.37033333333333,6.031999999999999,,
2008-10-23 11:45:00,LAGUNEN,Brann/Eksplosjon,70.75083333333333,24.233333333333334,,
2008-10-02 14:05:00,EOS,Arbeidsulykke/Personulykke,61.49999999999999,4.383333333333333,0.0,1.0
2008-10-16 11:55:00,HEAVYLIFT FALCON,Arbeidsulykke/Personulykke,18.166666666666664,70.83333333333333,0.0,1.0
2008-10-18 06:50:00,UTSTEIN,"Kontaktskade, Kaier, Broer etc",59.886333333333326,5.520499999999999,,
2008-10-07 06:00:00,BETTY THERESA,Miljøskade/Forurensing,57.488833333333325,19.503833333333333,,
2008-10-14 14:23:00,SPAR VIRGO,Grunnstøting,0.07533333333333332,51.096,,
2008-10-14 04:45:00,COLOR FANTASY,Brann/Eksplosjon,55.349999999999994,11.016664999999998,0.0,3.0
2008-10-12 21:20:00,SALTEN,Grunnstøting,67.66683333333333,14.516666666666666,,
2008-10-13 05:45:00,HAVBAS,Grunnstøting,68.231,14.768999999999998,,
2008-10-09 00:00:00,BOURBON MISTRAL,"Kontaktskade, Kaier, Broer etc",58.92583,5.594665,,
2008-10-09 05:45:00,LISE-BEATE,Grunnstøting,68.22483333333334,14.768833333333331,,
2008-10-08 18:20:00,GULEN,"Kontaktskade, Kaier, Broer etc",61.105,5.506665,0.0,1.0
2008-10-07 01:00:00,NORDSTAR,Arbeidsulykke/Personulykke,61.93333,4.599999999999999,0.0,1.0
2008-09-21 18:10:00,BOGNES,Annen ulykke,69.96583333333332,19.62933333333333,,
2008-08-07 12:10:00,SYDSTRAUM,Annen ulykke,51.87499999999999,4.276666666666666,,
2008-10-06 06:00:00,FEDERAL KIVALINA,Grunnstøting,63.08999999999999,7.949999999999999,,
2008-10-05 00:00:00,ARTIC SENIOR,Grunnstøting,60.88716666666666,4.974,,
2008-10-01 19:20:00,ØYESTEIN,Kollisjon,59.41816666666666,4.717333333333333,,
2008-10-01 19:20:00,CFL PERFORMER,Kollisjon,59.41816666666666,4.717333333333333,,
2008-09-29 19:08:00,Falknes,Grunnstøting,59.663999999999994,10.607166666666666,,
2008-09-29 01:20:00,Hanseatic Sailor,Grunnstøting,61.18449999999999,5.017166666666666,,
2008-09-25 09:00:00,TELLO,Grunnstøting,63.883333333333326,9.816666666666665,,
2008-09-10 10:00:00,NORDSTAR,Arbeidsulykke/Personulykke,62.56666666666666,3.6999999999999997,0.0,1.0
2008-09-12 04:45:00,HULDER,Annen ulykke,-32.949999999999996,-60.633333333333326,,
2008-09-12 15:25:00,LYSEFJORD,"Kontaktskade, Kaier, Broer etc",59.00883333333333,6.393,,
2008-09-15 15:50:00,KONGSHAVN,Miljøskade/Forurensing,59.00433333333333,9.746666666666666,,
2008-09-10 23:10:00,FINNMARKEN,Kollisjon,69.68833333333332,19.03333333333333,,
2008-09-10 23:10:00,Baltic Trader,Kollisjon,69.68833333333332,19.03333333333333,,
2008-04-25 02:15:00,BULK VIKING,Kollisjon,67.39283166666665,14.4325,,
2008-04-25 02:15:00,DØNNALAKS,Kollisjon,67.39283166666665,14.4325,,
2008-09-02 00:10:00,OLYMPIC ELENA,Brann/Eksplosjon,31.667499999999997,29.717999999999996,,
2008-08-17 00:05:00,EIRA,Arbeidsulykke/Personulykke,62.66666666666666,7.483333333333333,0.0,1.0
2008-09-07 06:50:00,KAISA EILIN,Grunnstøting,70.30599999999998,21.389666666666663,,
2008-09-04 17:40:00,KRONOS,Grunnstøting,59.14766666666666,10.946331666666666,,
2008-08-22 17:00:00,KJERRINGØY,"Kontaktskade, Kaier, Broer etc",67.45266666666666,14.730666666666666,0.0,1.0
2008-09-03 17:00:00,DUVØY,Lekkasje,68.81033333333333,16.590166666666665,,
2008-09-04 02:00:00,RAMBO II,Brann/Eksplosjon,70.54383333333332,25.655499999999996,,
2008-08-10 15:00:00,ROSENDAL,Annen ulykke,60.061833333333325,5.920166666666666,0.0,1.0
2008-09-03 19:00:00,FRØYAFERJA,Grunnstøting,63.84333333333333,8.613333333333333,,
2008-08-31 05:15:00,NYMODENA,Brann/Eksplosjon,71.11383333333333,25.833333333333332,,
2008-08-29 11:00:00,OCEAN KNARR,Brann/Eksplosjon,58.46666666666666,5.699999999999999,,
2008-08-22 11:45:00,MØYSALEN,Annen ulykke,68.431,14.825499999999998,,
2008-08-18 10:15:00,ØRNES,"Kontaktskade, Kaier, Broer etc",66.86749999999999,13.702166666666665,,
2008-08-16 17:40:00,LYSE EKSPRESS,Grunnstøting,59.227999999999994,5.930329999999999,,
2008-08-16 16:14:00,ABILITY,Annen ulykke,59.101499999999994,17.683666666666664,,
2008-08-16 15:23:00,UTSTEIN,Kollisjon,59.884166666666665,5.533333333333333,,
2008-08-16 15:23:00,QUEEN OF SCANDINAVIA,Kollisjon,59.884166666666665,5.533333333333333,,
2008-08-13 14:43:00,BOHUS,Brann/Eksplosjon,59.000831666666656,10.617666666666665,,
2008-07-29 07:30:00,FRØYA,Grunnstøting,63.795,9.423333333333332,,
2008-07-16 19:20:00,GEOWAVE MASTER,Arbeidsulykke/Personulykke,63.28333333333333,1.2009999999999998,0.0,2.0
2008-07-07 09:30:00,SENORITA,Arbeidsulykke/Personulykke,32.0,-24.849999999999998,0.0,1.0
2008-07-24 22:25:00,AUSTEVOLL,"Kontaktskade, Kaier, Broer etc",62.17016666666667,5.643999999999999,,
